id,department,question,expected_behavior,expected_answer,model_answer,retrieved_document,retrieved_section,correct,retrieval_accuracy,answer_relevance,groundedness,faithfulness,out_of_scope_detection,multi_hop_success,latency_ms,confidence,all_sources,notes
Q156,Legal,Translate this email into French for me.,OUT_OF_SCOPE,I cannot translate non-policy content because it is outside the Nexus company policy knowledge base.,l'adresse suivante : e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail: e-mail:,Nexus_Technologies_Information_Security_Policy.md,6. Phishing,incorrect,0.0,0.1648312570381678,0.2,0.1648312570381678,0.0,0.0,8355,0.0,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""6. Phishing"", ""relevance_score"": -0.0765}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""8. Email Security"", ""relevance_score"": -0.0808}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": -0.0975}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""12. Internal Communication Tools"", ""relevance_score"": -0.1134}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": -0.1159}]",
Q157,General Policies,Which days are the standard core collaboration days for hybrid employees?,IN_SCOPE,Tuesday through Thursday are the standard core collaboration days for hybrid employees.,Tuesday–Thursday,General_Company_Policies.md,2. Hybrid Work Policy,correct,1.0,0.49367766365366933,0.8,0.49367766365366933,0.0,0.0,910,0.514,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""2. Hybrid Work Policy"", ""relevance_score"": 0.5748}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.2 Anchor days and in-office expectations"", ""relevance_score"": 0.4862}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.1 Standard hours"", ""relevance_score"": 0.4797}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.4555}, {""source"": ""GLOSSARY .md"", ""department"": ""shared"", ""section"": null, ""relevance_score"": 0.325}]",
Q158,General Policies,Can you help me with which days are the standard core collaboration days for hybrid employees?,IN_SCOPE,Tuesday through Thursday are the standard core collaboration days for hybrid employees.,Tuesday–Thursday,General_Company_Policies.md,2. Hybrid Work Policy,correct,1.0,0.49367766365366933,0.8,0.49367766365366933,0.0,0.0,804,0.505,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""2. Hybrid Work Policy"", ""relevance_score"": 0.5481}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.2 Anchor days and in-office expectations"", ""relevance_score"": 0.4846}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.1 Standard hours"", ""relevance_score"": 0.4808}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.4623}, {""source"": ""GLOSSARY .md"", ""department"": ""shared"", ""section"": null, ""relevance_score"": 0.3255}]",
Q159,General Policies,What should I do if which days are the standard core collaboration days for hybrid employees?,IN_SCOPE,Tuesday through Thursday are the standard core collaboration days for hybrid employees.,I cannot answer that from the Nexus company policy knowledge base.,General_Company_Policies.md,2. Hybrid Work Policy,correct,1.0,0.2052403913578844,0.8,0.2052403913578844,0.0,0.0,1014,0.472,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""2. Hybrid Work Policy"", ""relevance_score"": 0.5363}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.2 Anchor days and in-office expectations"", ""relevance_score"": 0.4399}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.1 Standard hours"", ""relevance_score"": 0.4384}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.413}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""8.1 Working on a public holiday"", ""relevance_score"": 0.3128}]",
Q160,General Policies,Which tool should I use for day-to-day informal team communication?,IN_SCOPE,NexusConnect is intended for day-to-day informal team communication.,I cannot answer that from the Nexus company policy knowledge base.,,,incorrect,0.0,0.5353510322559168,0.2,0.5353510322559168,0.0,0.0,535,0.0,[],
Q161,General Policies,Can you help me with which tool should i use for day-to-day informal team communication?,IN_SCOPE,NexusConnect is intended for day-to-day informal team communication.,**NexusConnect**,company_profile.md,12. Internal Communication Tools,incorrect,0.0,0.7062176754302688,0.4,0.7062176754302688,0.0,0.0,790,0.194,"[{""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""12. Internal Communication Tools"", ""relevance_score"": 0.2336}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.1823}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""3. Company Communication Guidelines"", ""relevance_score"": 0.1656}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""15.3 Mentorship and knowledge sharing"", ""relevance_score"": 0.1362}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": null, ""relevance_score"": 0.0972}]",
Q162,General Policies,What should I do if which tool should i use for day-to-day informal team communication?,IN_SCOPE,NexusConnect is intended for day-to-day informal team communication.,**NexusConnect**,company_profile.md,12. Internal Communication Tools,incorrect,0.0,0.7062176754302688,0.4,0.7062176754302688,0.0,0.0,982,0.176,"[{""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""12. Internal Communication Tools"", ""relevance_score"": 0.1961}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""3. Company Communication Guidelines"", ""relevance_score"": 0.1727}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.1592}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""15.3 Mentorship and knowledge sharing"", ""relevance_score"": 0.1149}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": null, ""relevance_score"": 0.0851}]",
Q163,General Policies,Which tool should I use for formal or external written communication?,IN_SCOPE,NexusMail should be used for formal or external written communication.,formal,,,incorrect,0.0,0.2735227593562702,0.2,0.2735227593562702,0.0,0.0,203,0.0,[],
Q164,General Policies,Can you help me with which tool should i use for formal or external written communication?,IN_SCOPE,NexusMail should be used for formal or external written communication.,I cannot answer that from the Nexus company policy knowledge base.,,,incorrect,0.0,0.3881898153852813,0.2,0.3881898153852813,0.0,0.0,526,0.0,[],
Q165,General Policies,What should I do if which tool should i use for formal or external written communication?,IN_SCOPE,NexusMail should be used for formal or external written communication.,I cannot answer that from the Nexus company policy knowledge base.,,,incorrect,0.0,0.3881898153852813,0.2,0.3881898153852813,0.0,0.0,554,0.0,[],
Q166,General Policies,What should I do if I notice a policy violation or an ethical concern?,IN_SCOPE,"Employees should report policy violations or ethical concerns to their manager, HR Business Partner, or the confidential channel.",I can answer that from the Nexus company policy knowledge base.,NEXUS_LEGAL_COMPLIANCE_MANUAL.md,6.3 Raising concerns and non-retaliation,incorrect,0.0,0.3154950761349726,0.4,0.3154950761349726,0.0,0.0,1054,0.341,"[{""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""6.3 Raising concerns and non-retaliation"", ""relevance_score"": 0.4077}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""9.4 Monitoring, reporting, and enforcement"", ""relevance_score"": 0.351}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""13.4 Reporting, investigation, and non-retaliation"", ""relevance_score"": 0.2641}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Employees are accountable for the accuracy of time, expense, and PTO submissions per **Finance Policy** and **HR Policy** procedures."", ""relevance_score"": 0.2476}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Gifts, hospitality, or incentives from vendors/clients above a nominal value must be disclosed to Legal & Compliance."", ""relevance_score"": 0.2355}]",
Q167,General Policies,Can you help me with what should i do if i notice a policy violation or an ethical concern?,IN_SCOPE,"Employees should report policy violations or ethical concerns to their manager, HR Business Partner, or the confidential channel.",NEXUS_LEGAL_COMPLIANCE_MANUAL.md,NEXUS_LEGAL_COMPLIANCE_MANUAL.md,6.3 Raising concerns and non-retaliation,incorrect,0.0,0.2197851490955798,0.4,0.2197851490955798,0.0,0.0,1192,0.351,"[{""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""6.3 Raising concerns and non-retaliation"", ""relevance_score"": 0.4205}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""9.4 Monitoring, reporting, and enforcement"", ""relevance_score"": 0.3484}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""13.4 Reporting, investigation, and non-retaliation"", ""relevance_score"": 0.2848}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Employees are accountable for the accuracy of time, expense, and PTO submissions per **Finance Policy** and **HR Policy** procedures."", ""relevance_score"": 0.2838}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Gifts, hospitality, or incentives from vendors/clients above a nominal value must be disclosed to Legal & Compliance."", ""relevance_score"": 0.2715}]",
Q168,General Policies,What should I do if what should i do if i notice a policy violation or an ethical concern?,IN_SCOPE,"Employees should report policy violations or ethical concerns to their manager, HR Business Partner, or the confidential channel.",I cannot answer that from the Nexus company policy knowledge base.,NEXUS_LEGAL_COMPLIANCE_MANUAL.md,6.3 Raising concerns and non-retaliation,incorrect,0.0,0.29882218580359426,0.4,0.29882218580359426,0.0,0.0,1164,0.327,"[{""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""6.3 Raising concerns and non-retaliation"", ""relevance_score"": 0.3896}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""9.4 Monitoring, reporting, and enforcement"", ""relevance_score"": 0.324}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""13.4 Reporting, investigation, and non-retaliation"", ""relevance_score"": 0.2679}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Employees are accountable for the accuracy of time, expense, and PTO submissions per **Finance Policy** and **HR Policy** procedures."", ""relevance_score"": 0.2343}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Gifts, hospitality, or incentives from vendors/clients above a nominal value must be disclosed to Legal & Compliance."", ""relevance_score"": 0.2069}]",
Q169,General Policies,How should meetings be scheduled to support remote and hybrid staff?,IN_SCOPE,Meetings should default to NexusMeet and be scheduled within core hours to support hybrid and remote staff.,"Meetings should be scheduled in a shared space etiquette, shared space etiquette, and shared space etiquette.",General_Company_Policies.md,2. Hybrid Work Policy,correct,1.0,0.45852622711235325,0.8,0.45852622711235325,0.0,0.0,1778,0.371,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""2. Hybrid Work Policy"", ""relevance_score"": 0.3913}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Hybrid employees relocating outside a reasonable commuting distance of their assigned office must notify HR and their Manager in advance; continued hybrid status is not guaranteed and may convert to Remote-First pending role and business needs."", ""relevance_score"": 0.3686}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.3519}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Every meeting invite must include a stated purpose and, where applicable, a NexusDocs agenda link."", ""relevance_score"": 0.3435}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""12.3 Remote video etiquette"", ""relevance_score"": 0.3076}]",
Q170,General Policies,Can you help me with how should meetings be scheduled to support remote and hybrid staff?,IN_SCOPE,Meetings should default to NexusMeet and be scheduled within core hours to support hybrid and remote staff.,I cannot answer that from the Nexus company policy knowledge base.,General_Company_Policies.md,2. Hybrid Work Policy,correct,1.0,0.4631624371433073,0.8,0.4631624371433073,0.0,0.0,1031,0.367,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""2. Hybrid Work Policy"", ""relevance_score"": 0.3863}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.3618}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Hybrid employees relocating outside a reasonable commuting distance of their assigned office must notify HR and their Manager in advance; continued hybrid status is not guaranteed and may convert to Remote-First pending role and business needs."", ""relevance_score"": 0.3535}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Every meeting invite must include a stated purpose and, where applicable, a NexusDocs agenda link."", ""relevance_score"": 0.3403}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""15.3 Mentorship and knowledge sharing"", ""relevance_score"": 0.3162}]",
Q171,General Policies,What should I do if how should meetings be scheduled to support remote and hybrid staff?,IN_SCOPE,Meetings should default to NexusMeet and be scheduled within core hours to support hybrid and remote staff.,I cannot answer that from the Nexus company policy knowledge base.,General_Company_Policies.md,2. Hybrid Work Policy,correct,1.0,0.4631624371433073,0.8,0.4631624371433073,0.0,0.0,1440,0.342,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""2. Hybrid Work Policy"", ""relevance_score"": 0.3612}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Hybrid employees relocating outside a reasonable commuting distance of their assigned office must notify HR and their Manager in advance; continued hybrid status is not guaranteed and may convert to Remote-First pending role and business needs."", ""relevance_score"": 0.3578}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.3065}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Every meeting invite must include a stated purpose and, where applicable, a NexusDocs agenda link."", ""relevance_score"": 0.2765}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""12.3 Remote video etiquette"", ""relevance_score"": 0.2725}]",
Q172,General Policies,Should AI-generated output be treated as final work product?,IN_SCOPE,AI-generated output should not be treated as final work product without human review.,No.,COMPANY_FAQ.md,,incorrect,0.0,0.10975507944648796,0.4,0.10975507944648796,0.0,0.0,798,0.411,"[{""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": null, ""relevance_score"": 0.6913}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.2947}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""**Data protection:** No confidential client data, unreleased product information, financial data, or personal employee data may be input into any non-approved external AI tool. Approved tools and data-handling boundaries are defined jointly by **Security Policy** and **IT Policy**."", ""relevance_score"": 0.2485}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.219}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""7. AI Tools Usage"", ""relevance_score"": 0.1621}]",
Q173,General Policies,Can you help me with should ai-generated output be treated as final work product?,IN_SCOPE,AI-generated output should not be treated as final work product without human review.,No.,COMPANY_FAQ.md,,incorrect,0.0,0.10975507944648796,0.4,0.10975507944648796,0.0,0.0,911,0.439,"[{""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": null, ""relevance_score"": 0.6981}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.3452}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""**Data protection:** No confidential client data, unreleased product information, financial data, or personal employee data may be input into any non-approved external AI tool. Approved tools and data-handling boundaries are defined jointly by **Security Policy** and **IT Policy**."", ""relevance_score"": 0.2728}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.2648}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""7. AI Tools Usage"", ""relevance_score"": 0.2304}]",
Q174,General Policies,What should I do if should ai-generated output be treated as final work product?,IN_SCOPE,AI-generated output should not be treated as final work product without human review.,No.,COMPANY_FAQ.md,,incorrect,0.0,0.10975507944648796,0.4,0.10975507944648796,0.0,0.0,879,0.395,"[{""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": null, ""relevance_score"": 0.6367}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.306}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""**Data protection:** No confidential client data, unreleased product information, financial data, or personal employee data may be input into any non-approved external AI tool. Approved tools and data-handling boundaries are defined jointly by **Security Policy** and **IT Policy**."", ""relevance_score"": 0.2436}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.2076}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""7. AI Tools Usage"", ""relevance_score"": 0.1511}]",
Q175,General Policies,What is the company's expectation for company-wide written communication?,IN_SCOPE,"Company-wide written communication should reflect the core values of clarity, integrity, ownership, curiosity, and momentum.",**NexusMail**,General_Company_Policies.md,3. Company Communication Guidelines,incorrect,1.0,0.112273354026928,0.8,0.112273354026928,0.0,0.0,845,0.183,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""3. Company Communication Guidelines"", ""relevance_score"": 0.2028}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.1833}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""4. Core Values"", ""relevance_score"": 0.164}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""12. Internal Communication Tools"", ""relevance_score"": 0.145}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.0773}]",
Q176,General Policies,Can you help me with what is the company's expectation for company-wide written communication?,IN_SCOPE,"Company-wide written communication should reflect the core values of clarity, integrity, ownership, curiosity, and momentum.",I cannot answer that from the Nexus company policy knowledge base.,General_Company_Policies.md,3. Company Communication Guidelines,correct,1.0,0.25506045102690156,0.8,0.25506045102690156,0.0,0.0,1143,0.206,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""3. Company Communication Guidelines"", ""relevance_score"": 0.2241}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""4. Core Values"", ""relevance_score"": 0.2098}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.1845}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""12. Internal Communication Tools"", ""relevance_score"": 0.176}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.0973}]",
Q177,General Policies,What should I do if what is the company's expectation for company-wide written communication?,IN_SCOPE,"Company-wide written communication should reflect the core values of clarity, integrity, ownership, curiosity, and momentum.",I cannot answer that from the Nexus company policy knowledge base.,General_Company_Policies.md,3. Company Communication Guidelines,correct,1.0,0.25506045102690156,0.8,0.25506045102690156,0.0,0.0,1031,0.119,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""3. Company Communication Guidelines"", ""relevance_score"": 0.1603}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""4. Core Values"", ""relevance_score"": 0.1329}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.0632}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.0445}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""12. Internal Communication Tools"", ""relevance_score"": 0.0413}]",
Q178,General Policies,How should business travel be balanced with virtual meetings?,IN_SCOPE,Travel should favor virtual meetings where practical and reserve travel for high-value client or strategic engagements.,reserving travel for high-value client or strategic engagements.,General_Company_Policies.md,"Business travel (see **Finance Policy** — Travel & Expense) should favor virtual meetings via NexusMeet where practical, reserving travel for high-value client or strategic engagements.",correct,1.0,0.6871742284410975,0.8,0.6871742284410975,0.0,0.0,1143,0.25,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Business travel (see **Finance Policy** \u2014 Travel & Expense) should favor virtual meetings via NexusMeet where practical, reserving travel for high-value client or strategic engagements."", ""relevance_score"": 0.4624}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Every meeting invite must include a stated purpose and, where applicable, a NexusDocs agenda link."", ""relevance_score"": 0.1611}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""8.1 Working on a public holiday"", ""relevance_score"": 0.1266}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Hybrid employees relocating outside a reasonable commuting distance of their assigned office must notify HR and their Manager in advance; continued hybrid status is not guaranteed and may convert to Remote-First pending role and business needs."", ""relevance_score"": 0.121}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.0965}]",
Q179,General Policies,Can you help me with how should business travel be balanced with virtual meetings?,IN_SCOPE,Travel should favor virtual meetings where practical and reserve travel for high-value client or strategic engagements.,[1],General_Company_Policies.md,"Business travel (see **Finance Policy** — Travel & Expense) should favor virtual meetings via NexusMeet where practical, reserving travel for high-value client or strategic engagements.",incorrect,1.0,0.05904249392111546,0.8,0.05904249392111546,0.0,0.0,941,0.238,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Business travel (see **Finance Policy** \u2014 Travel & Expense) should favor virtual meetings via NexusMeet where practical, reserving travel for high-value client or strategic engagements."", ""relevance_score"": 0.4416}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Every meeting invite must include a stated purpose and, where applicable, a NexusDocs agenda link."", ""relevance_score"": 0.1525}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Hybrid employees relocating outside a reasonable commuting distance of their assigned office must notify HR and their Manager in advance; continued hybrid status is not guaranteed and may convert to Remote-First pending role and business needs."", ""relevance_score"": 0.1199}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""8.1 Working on a public holiday"", ""relevance_score"": 0.1166}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.0986}]",
Q180,General Policies,What should I do if how should business travel be balanced with virtual meetings?,IN_SCOPE,Travel should favor virtual meetings where practical and reserve travel for high-value client or strategic engagements.,I cannot answer that from the Nexus company policy knowledge base.,General_Company_Policies.md,"Business travel (see **Finance Policy** — Travel & Expense) should favor virtual meetings via NexusMeet where practical, reserving travel for high-value client or strategic engagements.",incorrect,1.0,0.06942619095614715,0.8,0.06942619095614715,0.0,0.0,1193,0.216,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Business travel (see **Finance Policy** \u2014 Travel & Expense) should favor virtual meetings via NexusMeet where practical, reserving travel for high-value client or strategic engagements."", ""relevance_score"": 0.416}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Every meeting invite must include a stated purpose and, where applicable, a NexusDocs agenda link."", ""relevance_score"": 0.1294}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Hybrid employees relocating outside a reasonable commuting distance of their assigned office must notify HR and their Manager in advance; continued hybrid status is not guaranteed and may convert to Remote-First pending role and business needs."", ""relevance_score"": 0.1027}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""8.1 Working on a public holiday"", ""relevance_score"": 0.092}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3. Business Travel"", ""relevance_score"": 0.0618}]",
Q181,General Policies,My team is affected by a regional office outage and we need to keep work moving. What is the default operating model?,IN_SCOPE,Affected employees default to full remote work until normal operations resume.,Hybrid-Flexible Working Model,company_profile.md,10. Office Locations,incorrect,0.0,0.3101525861082942,0.4,0.3101525861082942,0.0,0.2,1238,0.24,"[{""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""10. Office Locations"", ""relevance_score"": 0.2859}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""12. Backup Policy"", ""relevance_score"": 0.2413}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.1914}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.2 Anchor days and in-office expectations"", ""relevance_score"": 0.1717}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.1 Standard hours"", ""relevance_score"": 0.1713}]",
Q182,General Policies,Can you help me with my team is affected by a regional office outage and we need to keep work moving. what is the default operating model?,IN_SCOPE,Affected employees default to full remote work until normal operations resume.,I cannot answer that from the Nexus company policy knowledge base.,company_profile.md,10. Office Locations,incorrect,0.0,0.25921672464603407,0.4,0.25921672464603407,0.0,0.2,1096,0.254,"[{""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""10. Office Locations"", ""relevance_score"": 0.3103}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""12. Backup Policy"", ""relevance_score"": 0.2415}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.1 Standard hours"", ""relevance_score"": 0.2094}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.2 Anchor days and in-office expectations"", ""relevance_score"": 0.2068}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""11. Working Model"", ""relevance_score"": 0.2029}]",
